流水號,開課系所,課程概述,課程目標,課程要求,評量方式,預期學習時數
27805,化學所化學組 / 化學所化學生物學組,,,,,
11744,化學所化學組 / 化學所化學生物學組,,,,,
35420,化學所化學組 / 化學所化學生物學組,,,,,
58976,化學所化學組 / 化學所化學生物學組,,,,,
27455,化學所化學組 / 化學所化學生物學組,,,,,
18356,化學所化學組 / 化學所化學生物學組,,,,,
38336,化學所化學組 / 化學所化學生物學組,,,,,
59427,化學所化學組 / 化學所化學生物學組,,,,,
41076,化學所化學組 / 化學所化學生物學組,,,,,
20602,化學所化學組 / 化學所化學生物學組,,,,,
34900,化學所化學組 / 化學所化學生物學組,,,,,
13762,化學所化學組 / 化學所化學生物學組,,,,,
35538,,,,,,
48999,化學所化學組,,,,,
41257,化學所化學組 / 化學所化學生物學組,,,,,
49186,化學工程學系,,,,,
32043,化學工程學系,,,,,
15137,化學工程學系,"- The Nature of Physical Chemistry
- The First Law of Thermodynamics
- The Second and Third Laws of Thermodynamics
- Chemical Equilibrium
- Phases and Solutions
- Phase Equilibria
- Solution of Electrolytes
- Electrochemical Cells
- Chemical Kinetics I. The Basic Ideas
- Chemical Kinetics II. Composite Mechanisms
- Surface Chemistry and Colloids","This course is designed to introduce students a range of fundamentals of Physical Chemistry including Laws of Thermodynamics, Phase Equilibrium, Chemical Equilibrium, Electrochemistry, Chemical kinetics, and Surface chemistry.",想加簽的同學，請先寄信給助教張任佑(r13524151@ntu.edu.tw)登記，並務必在第一天上課時來簽等候者名單。,"30%	

First Midterm Exam


30%	

Second Midterm Exam


30%	

Final Exam


10%	

Attendance

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",2 hours before/after class per week
23472,化學工程學系,,,,,
58554,化學工程學系,,,,,
56183,化學工程學系,,,,,
95055,化學工程學系,,,,,
24101,化學工程學系,,,,,
55996,化學工程學系,,,,,
12861,化學工程學系,,,,,
10515,化學工程學系,,,,,
44052,化學工程學系,,,,,
44609,化學工程學系,,,,,
58033,化學工程學系,,,,,
95056,化學工程學系,,,,,
21561,化學工程學系,,,,,
44234,化學工程學系,,,,,
34868,化學工程學系,,,,,
59438,化學工程學系,,,,,
44601,化學工程學系,,,,,
23118,化學工程學系,,,,,
44048,化學工程學系,,,,,
10825,化學工程學研究所,,,,,
10828,化學工程學研究所,,,,,
36120,化學工程學研究所,,,,,
39240,化學工程學研究所,,,,,
18779,化學工程學研究所,,,,,
43821,化學工程學研究所,,,,,
55902,化學工程學研究所,,,,,
51108,化學工程學研究所,,,,,
59338,化學工程學研究所,,,,,
26064,化學工程學研究所,,,,,
29659,化學工程學研究所,,,,,
54412,化學工程學研究所,,,,,
24990,化學工程學研究所,,,,,
37296,化學工程學研究所,,,,,
48235,化學工程學研究所,,,,,
41176,化學工程學研究所,,,,,
28626,化學工程學研究所,,,,,
52576,化學工程學研究所,,,,,
27873,化學工程學研究所,,,,,
30862,化學工程學研究所,,,,,
49480,化學工程學研究所,,,,,
46364,化學工程學研究所,,,,,
21321,化學工程學研究所,,,,,
41453,化學工程學研究所,,,,,
48759,化學工程學研究所,,,,,
26032,化學工程學研究所,,,,,
59015,化學工程學研究所,,,,,
43051,化學工程學研究所,,,,,
33146,化學工程學研究所,,,,,
50389,化學工程學研究所,,,,,
23656,化學工程學研究所,,,,,
10238,化學工程學研究所,,,,,
18519,化學工程學研究所,,,,,
16257,化學工程學研究所,,,,,
19639,化學工程學研究所,,,,,
50196,化學工程學研究所,,,,,
43106,化學工程學研究所,,,,,
21452,化學工程學研究所,,,,,
26423,化學工程學研究所,,,,,
43309,化學工程學研究所,,,,,
30493,化學工程學研究所,,,,,
48704,化學工程學研究所,,,,,
40023,化學工程學研究所,,,,,
17003,化學工程學研究所,,,,,
11757,化學工程學研究所,,,,,
56003,化學工程學研究所,,,,,
58109,化學工程學研究所,,,,,
31459,化學工程學研究所,,,,,
50054,化學工程學研究所,,,,,
28602,中國文學系 / 臺灣研究學程,,,,,
27802,中國文學系,,,,,
50049,中國文學系,,,,,
43220,中國文學研究所,,,,,
30685,中國文學研究所,,,,,
39866,中國文學研究所,,,,,
39271,中國文學研究所,,,,,
12195,中國文學研究所,,,,,
23787,中國文學研究所,,,,,
24661,中國文學研究所,,,,,
36731,中國文學研究所,,,,,
42047,中國文學研究所,,,,,
15887,中國文學研究所,,,,,
39517,中國文學研究所,,,,,
26860,中國文學研究所,,,,,
56590,中國文學研究所,,,,,
51039,中國文學研究所,,,,,
25829,中國文學研究所,,,,,
01008,無授課對象,本課程為「文學鑑賞與寫作」，屬於「古典文學」與「現代文學」的跨領域課程。若閱讀的過程是一趟華麗的冒險，這趟旅程中我們不斷在探索未知的星域，並留下深淺不一的足跡。文學可以是生活中的吉光片羽，也可以發作吶喊，更可能是綿遠傳過山丘的歌聲，直達每一顆跳動的心。本學期透過古典文學與現當代文學各種文類的主題式閱讀，帶領學生對於「古典文學的現代觀照」與「現代文學的古典觀照」能有進一步的認識，建構傳統與現代對話的模式。課堂進行的方式主要由教師講授與分組討論為主，並期待能啟迪學生的美感經驗，引領學生在學習中找到創作的動力。,"（一）藉由實作與討論，使學生能逐步掌握議論、說明、描寫、敘事或抒情等各種類型的寫作要點。
（二）訓練學生邏輯推理、議題分析的基本技能，熟悉轉化知識或日常經驗的論述和表逹能力。
（三）通過各種代表性文本的精讀、解析及詮釋，加強學生的人文思維與涵養。
（四）以議題為導向，充實文體知識，使學生熟習各類文篇之主題類型、篇章結構與修辭方法。

　　閱讀穿越生命，培養對居處的世界與文化的同理心，睜開關懷世界的眼光；書寫則穿越古今中外，貼近世界每一生命的律動。希望本課程能引領學生學習觀看的方式，培養鑑賞能力，並且善於運用書寫表達。","（一）準時上課，晚到請安靜找位置坐下，勿打擾其他同學的聽講。
（二）吃完早餐才有精神上課，若晚到又攜帶早餐來，請在不影響他人的情況下吃完，然後專心上課。
（三）手機請轉成靜音。
（四）本課程將自編講義，課堂無須使用筆電、平板，請同學於課前務必先預習，亦得參與分組報告。
（五）作業嚴禁抄襲（未註明使用AI者亦視為抄襲），並請按時繳交。
（六）盡量不缺課，若有萬不得已之情況，請上學校請假系統登錄或事先告知，並附上請假證明。
（七）開學第一週務必出席。","10%	

練習寫信


25%	

書寫自我


30%	

撰寫評論


35%	

課堂參與

出席與分組討論

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",
01039,無授課對象,"1.本課程的探討主題是「詮釋與記憶」，將以「《史記》與歷史敘事的筆法」為授課內容。主要探討：司馬遷的歷史書寫採用紀傳體裁呈現他所認識的歷史世界，這樣的呈現方式可能僅是歷史事實的客觀紀錄嗎？或者更可能的是司馬遷透過敘事的方法（包括：敘述主題的選擇、故事情節的編排、人物形象的塑造，以及某些筆法的細節等），其實已經將他對於歷史意義的理解與價值判斷的「一家之言」寓於其間？

2.本課程以《史記》篇章為主要閱讀材料，並輔以《戰國策》、《漢書》等史書的相關內容，經由比較《史記》與其他著作關於同一事件的不同敘事，探討歷史敘事的閱讀方法，以期認識歷史敘事的文類特色，並得以掌握歷史敘事的諸般筆法以及隱微旨趣。
◎閱讀篇目詳見","1.通過各種代表性文本的精讀、解析及詮釋，加強學生的人文思維與涵養。
2.訓練學生分析與思辨的基本能力，培養轉化知識或經驗的論述和表達能力。
3.藉由實作與討論，充實文類知識，使學生逐步掌握寫作要點。
4.經由主題寫作指導，培養人文學領域專題寫作的基礎能力。",1.本課程的上課方式兼採教師講授與討論，請依,"10%	

出席與課堂討論表現


30%	

主題寫作


30%	

期中考


30%	

期末考

本校尚無訂定 A+ 比例上限。
本校採用等第制評定成績，學生成績評量辦法中的百分制分數區間與單科成績對照表僅供參考，授課教師可依等第定義調整分數區間。詳見 學習評量專區。",4小時
01052,無授課對象,,,,,
45532,中國文學研究所,,,,,
17899,土木工程學系,,,,,
24126,土木工程學系,,,,,
48705,土木工程學系,,,,,
29941,土木工程學系,,,,,
37743,土木工程學系,,,,,
11584,土木工程學系,,,,,
31356,土木工程學系,,,,,
31023,土木工程學系,,,,,
56131,土木工程學系,,,,,
57471,土木工程學系,,,,,
27766,土木工程學系,,,,,
40001,土木工程學系,,,,,
58389,土木工程學系,,,,,
23031,土木工程學系,,,,,
22818,土木工程學系,,,,,
22069,土木工程學系,,,,,
44113,土木工程學系,,,,,
54441,土木工程學系,,,,,
20445,水利工程組,,,,,
31511,智慧工程科技全英語學士學位學程 / 營建工程與管理組,,,,,
39617,水利工程組,,,,,
38537,交通工程組,,,,,
33301,營建工程與管理組,,,,,
54965,測量及空間資訊組,To have a basic understanding of Digital Photogrammetry and its potential applications along with the integration trend with image processing and computer vision techniques.待補,"(1) Review of Photogrammetric Theories
(2) Introduction
(3) Fundamental of Digital Photogrammetry
(4) Applications of Digital Photogrammetry",,,
95018,營建工程與管理組,,,,,
42399,營建工程與管理組,,,,,
36457,營建工程與管理組 / 工學院院學士學位,,,,,
30326,結構工程組,,,,,
53193,土木工程學研究所,,,,,
21340,水利工程組,,,,,
13967,土木工程學研究所,,,,,
29656,土木工程學研究所,,,,,
26897,營建工程與管理組,,,,,
34923,大地工程組 / 測量及空間資訊組 / 營建工程與管理組 / 電腦輔助工程組 / 交通工程組 / 水利工程組 / 結構工程組,,,,,
43523,醫學檢驗暨生物技術學研究所,,,,,
41515,醫學檢驗暨生物技術學研究所,,,,,
18691,電信工程學研究所,,,,,
43951,電信工程學研究所,,,,,
15023,電信工程學研究所,,,,,
37510,電信工程學研究所,,,,,
52731,電信工程學研究所,,,,,
35725,電信工程學研究所,,,,,
48101,電信工程學研究所,,,,,
15159,電信工程學研究所,,,,,
59685,電信工程學研究所,,,,,
10709,電信工程學研究所,,,,,
36912,電信工程學研究所,,,,,
50349,電信工程學研究所,,,,,
11067,電信工程學研究所,,,,,
30988,電信工程學研究所,,,,,
23431,電信工程學研究所,,,,,
31713,電信工程學研究所,,,,,
54154,電信工程學研究所,,,,,
50553,電信工程學研究所,,,,,
35455,電信工程學研究所,,,,,
52674,電信工程學研究所,,,,,
11718,電信工程學研究所,,,,,
25839,電信工程學研究所,,,,,
40477,電信工程學研究所,,,,,
18067,電信工程學研究所,,,,,
14576,電信工程學研究所,,,,,
30565,電信工程學研究所,,,,,
55964,電信工程學研究所,,,,,
49747,電信工程學研究所,,,,,
12270,電信工程學研究所,,,,,
50778,電信工程學研究所,,,,,
45644,電信工程學研究所,,,,,
46883,電信工程學研究所,,,,,
16862,電信工程學研究所,,,,,
10006,電信工程學研究所,,,,,
28752,電信工程學研究所,,,,,
41364,電信工程學研究所,,,,,
31735,電信工程學研究所,,,,,
45527,電信工程學研究所,,,,,
37660,電信工程學研究所,,,,,
11142,電信工程學研究所,,,,,
53491,電信工程學研究所,,,,,
39676,電信工程學研究所,,,,,
53874,電信工程學研究所,,,,,
18466,電信工程學研究所,,,,,
56534,電信工程學研究所,,,,,
14857,電信工程學研究所,,,,,
33439,電信工程學研究所,,,,,
48887,電信工程學研究所,,,,,
15770,電信工程學研究所,,,,,
29824,電信工程學研究所,,,,,
50820,電信工程學研究所,,,,,
20528,電信工程學研究所,,,,,
12827,電信工程學研究所,,,,,
47479,電信工程學研究所,,,,,
55855,電信工程學研究所,,,,,
50742,電信工程學研究所,,,,,
41674,電信工程學研究所,,,,,
35488,電信工程學研究所,,,,,
46418,電信工程學研究所,,,,,
36319,電信工程學研究所,,,,,
27301,電信工程學研究所,,,,,
39960,電信工程學研究所,,,,,
46788,電信工程學研究所,,,,,
26808,電信工程學研究所,,,,,
56547,電信工程學研究所,,,,,
46352,電信工程學研究所,,,,,
18609,電信工程學研究所,,,,,
35535,電信工程學研究所,,,,,
44708,電信工程學研究所,,,,,
40316,電信工程學研究所,,,,,
23010,電信工程學研究所,,,,,
32676,電信工程學研究所,,,,,
54361,電信工程學研究所,,,,,
55525,電信工程學研究所,,,,,
12450,電信工程學研究所,,,,,
53747,電信工程學研究所,,,,,
24093,電信工程學研究所,,,,,
45496,電信工程學研究所,,,,,
42552,電信工程學研究所,,,,,
13478,資訊工程學系,,,,,
50308,資訊工程學系,,,,,
30379,資訊工程學系,,,,,
11238,資訊工程學系,,,,,
51157,資訊工程學系,,,,,
54322,資訊工程學系,,,,,
44727,資訊工程學系,,,,,
30025,資訊工程學系,,,,,
52450,資訊工程學系,,,,,
53158,資訊工程學系,,,,,
12636,資訊工程學系,,,,,
49496,資訊工程學系,,,,,
23418,資訊工程學系,,,,,
48085,資訊工程學系,,,,,
34709,,,,,,
52465,資訊工程學系,,,,,
14644,資訊工程學系,,,,,
43466,資訊工程學系,,,,,
59533,資訊工程學系,,,,,
14045,,,,,,
11619,資訊工程學系,,,,,
49435,資訊工程學系,,,,,
22487,資訊工程學系,,,,,
18676,資訊工程學系,,,,,
26913,資訊工程學系,,,,,
56622,資訊工程學系,,,,,
13422,資訊工程學系,,,,,
49006,資訊工程學系,,,,,
27756,資訊工程學系,,,,,
43747,資訊工程學系,,,,,
33781,資訊工程學系,,,,,
22572,資訊工程學系,,,,,
31332,資訊工程學系,,,,,
18966,資訊工程學系,,,,,
44025,資訊工程學系,,,,,
29078,資訊工程學系,,,,,
42030,資訊工程學系,,,,,
10542,資訊工程學系,,,,,
52310,資訊工程學系,,,,,
26990,資訊工程學系,,,,,
14436,資訊工程學系,,,,,
51247,資訊工程學系,,,,,
51457,資訊工程學系,,,,,
19785,資訊工程學系 / 智慧醫療學分學程 / 資訊網路與多媒體研究所 / 資訊工程學研究所,,,,,
35953,資訊工程學研究所,,,,,
56302,資訊工程學研究所,,,,,
12612,資訊工程學系 / 智慧醫療學分學程 / 資訊網路與多媒體研究所 / 資訊工程學研究所,,,,,
25796,資訊工程學系 / 資訊網路與多媒體研究所 / 資訊工程學研究所,,,,,
55860,資訊工程學研究所,,,,,
16197,資訊工程學研究所,,,,,
