custom_id,course_id,course_name,teacher,post_url,post_title,post_date,post_tag,year_term,has_template,recommendation,sweetness,workload,teaching_style,grading_method,summary
M.1453093465.A.AF8__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1453093465.A.AF8.html,[評價] 104-1 傅皓政 邏輯,Mon Jan 18 13:04:23 2016,評價,104-1,True,4,1,,只有口頭講課和板書,期中期末考各35% 作業30% (只要有交就全拿) 這學期寫5次作業 份量適中,這門課程有放上台大開放式課程，親臨現場可以聽到老師課程以外的閒聊很有趣 在這篇前已經有很多篇同學的上課心得建議了，都寫很好，我想寫些別的 開放式課程的講義有老師上課的講解精華(CEIBA放的沒有) 不過我覺得這學期現場聽老師講又更好理解，我建議去下載開放式課程講義 然後再去上課，學習效果應該會更好 如果你/妳喜歡的邏輯比較偏向於人際關係、事情評析，不喜歡論證過程，那麼 修這門課時請再三考慮。前三~四週和最後一週的課程，上課幾乎都是邏輯思考 ，但前半學期過後，幾乎都是很硬的古典邏輯，老師還是會穿插一些生活例子 考試和作業的是簡答題，有些人擅長、有些人不擅長，不擅長真的會非常辛苦 要修這門課之前務…
M.1442640666.A.4FD__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1442640666.A.4FD.html,[問題] 傅皓政邏輯人工加簽,Sat Sep 19 13:31:04 2015,問題,,False,,,,,,
M.1442573976.A.294__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1442573976.A.294.html,[問題] 傅皓政邏輯加簽,Fri Sep 18 18:59:33 2015,問題,,False,,,,,,
M.1439555329.A.45F__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1439555329.A.45F.html,[通識] 103-2傅皓政 邏輯,Fri Aug 14 20:28:45 2015,通識,103-2,True,4,4,1,投影片上課，會配合動畫與板書 遇到比較困難的想法會跟大家做很詳盡的舉例跟說明,甜到歪頭，前提是你有念書有去上課 個人是覺得這門課比起其他邏輯來講更簡單一點 而且老師人非常好笑，分數也給得很大方 (雖然助教期末考評分有點嚴),這堂課就輕鬆無壓力學習這樣 考試題目真的很清楚明瞭，還會因為大家覺得某些東西很難而不考 如果修到這門課就好好的去上課交作業基本上沒問題啦XD
M.1425656909.A.B6D__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1425656909.A.B6D.html,[問題] 傅皓政邏輯加簽,Fri Mar  6 23:48:26 2015,問題,,False,,,,,,
M.1410799603.A.62B__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1410799603.A.62B.html,[加簽]  誠徵 傅皓政老師一56邏輯,Tue Sep 16 00:46:41 2014,加簽,,False,,,,,,
M.1410433069.A.DB2__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1410433069.A.DB2.html,[求救] 求邏輯課傅皓政老師的e-mail,Thu Sep 11 18:57:46 2014,求救,,False,,,,,,
M.1392695361.A.989__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1392695361.A.989.html,[問題] 請問一56傅皓政教授邏輯加籤,Tue Feb 18 11:49:19 2014,問題,,False,,,,,,
M.1380001313.A.1E6__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1380001313.A.1E6.html,[求救] 傅皓政老師 邏輯 第一週作業,Tue Sep 24 13:41:50 2013,求救,,False,,,,,,
M.1378208790.A.0BF__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1378208790.A.0BF.html,[通識] A4 邏輯 傅皓政,Tue Sep  3 19:46:27 2013,通識,101-2,True,5,4,1,投影片上課，檔案在CEIBA都有，舉例有時候會用板書，常常會跟同學互動， 會不斷的問問題，只要舉手發言就可以獲得加分小卡片，期末成績可以加分。,期中考 30% 期末考 40% 作業 30% 甜,老師上課蠻幽默的，但是個人覺得因為老師想要講多一些種類的邏輯系統， 所以上的有點趕，有點介紹性質，沒有非常一貫的脈絡，想要學深一點的邏輯 可能得自己去找書看；老師是非常樂意跟同學討論的。
M.1364016636.A.9E4__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1364016636.A.9E4.html,[求救] 3/25(一)傅皓政邏輯的錄音檔,Sat Mar 23 13:30:34 2013,求救,,False,,,,,,
M.1359060142.A.A5C__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1359060142.A.A5C.html,[通識] A4 101-1 邏輯 傅皓政,Fri Jan 25 04:42:19 2013,通識,101-1,True,5,3,1,1.投影片＋偶爾板書解題 2.唱作俱佳的講課 3.大量的和同學互動（因為舉手可以拿到加分小卡，同學反應熱烈）,期中30% 期末40% 作業30% (6%*5) 每次舉手發言會得到一張加分小卡 但確切的加分方式好像沒明講 學期成績應該算紮實微微甜吧 (個人一次作業沒交 期中期末約60 最後C+) ←自覺應該拿C ㄎㄎ,老師講話太好笑了 上課非常輕鬆幽默 很適合想認識邏輯的同學修 另外 老師的課程在台大開放式課程網都有
M.1341405265.A.584__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1341405265.A.584.html,[通識] 100-2 A4 傅皓政 邏輯,Wed Jul  4 20:34:23 2012,通識,100-2,True,4,,1,老師很幽默，常常自肥(?)，上課常常請同學舉例或回答 主要使用投影片上課，有條理且清晰，小弟我愛睡覺但沒在這堂課上睡著過。,期中考40% 期末考40% 作業20%：有交就是95，共4次，解答可在上面的網站中找到。 加分卡4%：1~3張加1分，4~6張加2分，以此類推，最多加到4分。 會不會調分不知道，及格的應該是沒調啦~~,一個學期就這樣開開心心的在傅老師的開放式教學中渡過了，老師講話語調很 清楚明快，不會拖泥帶水且很活潑，而且不會一直站在講桌附近走來走去只按 投影片，常常在教室的各個角落穿梭(麥克風線拉得到的區域)，和同學互動， 利用和同學互動點出某個觀念，或是點出同學舉例錯誤的地方，其實有認真上 課的話，一般來說記憶都很深刻。 另外是一直沒提到的加分小卡，這堂課加分的機會很多，除了回答老師的問題 之外，詢問老師也能得到小卡，最扯的是連回答老師看不看得到螢幕也可以得 到小卡，回答不管答對答錯，只要有開口就有小卡，所以加分是一件很簡單的 事情。(小弟我第一次加分是老師點到我問我教室會不會太亮，我搖頭，這樣 就拿到…
M.1341160599.A.D97__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1341160599.A.D97.html,[評價] 100-2 傅皓政 邏輯,Mon Jul  2 00:36:36 2012,評價,100-2,True,5,4,,非常幽默風趣 很喜歡問學生問題,為了符合邏輯 老師說不調分 但是考試都很簡單,可以很混很好過(但絕非什麼都不用學) 也可以認真上課學到東西 老師上課也很有趣不無聊 算是進可攻退可守的一門課
M.1340924884.A.2F6__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1340924884.A.2F6.html,[問題] 傅皓政邏輯 個人成績未到,Fri Jun 29 07:08:02 2012,問題,,False,,,,,,
M.1338348674.A.F9C__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1338348674.A.F9C.html,[求救] 一56傅皓政邏輯,Wed May 30 11:31:11 2012,求救,,False,,,,,,
M.1336927619.A.841__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1336927619.A.841.html,[求救] 傅皓政老師的邏輯,Mon May 14 00:46:56 2012,求救,,False,,,,,,
M.1333379128.A.249__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1333379128.A.249.html,[問題] 傅皓政老師邏輯課,Mon Apr  2 23:05:25 2012,問題,,False,,,,,,
M.1330936071.A.C22__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1330936071.A.C22.html,[問題] 一56 邏輯 傅皓政老師,Mon Mar  5 16:27:47 2012,問題,,False,,,,,,
M.1330532191.A.9A2__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1330532191.A.9A2.html,[問題] 關於一56 傅皓政師的邏輯,Thu Mar  1 00:16:28 2012,問題,,False,,,,,,
M.1330100896.A.EDD__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1330100896.A.EDD.html,[問題] 禮拜一56傅皓政老師的邏輯,Sat Feb 25 00:28:13 2012,問題,,False,,,,,,
M.1329895020.A.13C__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1329895020.A.13C.html,[求救] 傅皓政教授的邏輯,Wed Feb 22 15:16:57 2012,求救,,False,,,,,,
M.1325929334.A.072__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1325929334.A.072.html,[求救] 傅皓政老師一56邏輯的考試方式,Sat Jan  7 17:42:12 2012,求救,,False,,,,,,
M.1323518999.A.9FD__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1323518999.A.9FD.html,[問題] 傅皓政老師一五六邏輯作業,Sat Dec 10 20:09:56 2011,問題,,False,,,,,,
M.1322384196.A.8FF__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1322384196.A.8FF.html,[求救] 傅皓政老師一56邏輯,Sun Nov 27 16:56:32 2011,求救,,False,,,,,,
M.1321078799.A.8BD__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1321078799.A.8BD.html,[求救] 一56傅皓政邏輯期中考範圍,Sat Nov 12 14:19:55 2011,求救,,False,,,,,,
M.1316447713.A.F6E__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1316447713.A.F6E.html,[問題] 今天傅皓政邏輯的教科書問題,Mon Sep 19 23:55:10 2011,問題,,False,,,,,,
M.1314605933.A.22E__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1314605933.A.22E.html,[問題] 有人上過傅皓政老師的邏輯嗎?,Mon Aug 29 16:18:50 2011,問題,,False,,,,,,
M.1309241855.A.867__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1309241855.A.867.html,[問題] 傅皓政老師的邏輯,Tue Jun 28 14:17:33 2011,問題,,False,,,,,,
M.1308876922.A.02E__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1308876922.A.02E.html,[問題] 傅皓政老師邏輯課的助教的辦公室,Fri Jun 24 08:55:20 2011,問題,,False,,,,,,
M.1307959914.A.344__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1307959914.A.344.html,[通識] 傅皓政邏輯勾選題目,Mon Jun 13 18:11:51 2011,通識,,False,,,,,,
M.1307887368.A.3C2__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1307887368.A.3C2.html,[問題] 傅皓政老師的邏輯課,Sun Jun 12 22:02:45 2011,問題,,False,,,,,,
M.1299516404.A.44B__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1299516404.A.44B.html,[問題] 請問傅皓政老師的邏輯,Tue Mar  8 00:46:42 2011,問題,,False,,,,,,
M.1299161851.A.49C__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1299161851.A.49C.html,[問題] 請問有人知道邏輯傅皓政教授的辦公室嗎??,Thu Mar  3 22:17:29 2011,問題,,False,,,,,,
M.1296402940.A.E09__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1296402940.A.E09.html,[問題] 一78 傅皓政教授的邏輯學好簽嗎?,Sun Jan 30 23:55:37 2011,問題,,False,,,,,,
M.1295077888.A.1AF__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1295077888.A.1AF.html,[通識] 99-1 A4 傅皓政 邏輯,Sat Jan 15 15:51:25 2011,通識,99-1,True,5,,1,課本內容為主，以投影片上課，偶爾用板書輔助 進度跟著課本走，上課完全沒負擔 只要跟著聽，幾乎不需要花時間K書 對於完全沒接觸過邏輯的同學，我覺得這門課很合適 老師喜歡舉例，幫助理解，也順便聽聽笑話 (雖然偶爾有點老梗或是冷場XD) 老師很親切，有問題都可以直接發問，也常跟學生互動 基礎邏輯內容也不難，算是好掌握的一門課,開學時說: 期中30% 期末30% 作業30% 點名10% 之後完全沒點名，作業是有交就計分(好像交了兩次吧) 期中考相當簡單，全班應該一堆90分、甚至95分以上 期末考也不難，老師事前有勾選習題範圍給大家練習， 考題與課本相似，大致跟期中難度一樣 之後就等學期成績出來了,感覺以後開學加簽會擠爆吧，是一門輕鬆學習的課程 如果需要輕鬆沒負擔的好通識，可以嘗試這門課 (請珍惜、並認真上課) 若喜歡更有挑戰性的課程，那就不建議選修
M.1294565108.A.028__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1294565108.A.028.html,[問題] 一78的傅皓政邏輯,Sun Jan  9 17:25:05 2011,問題,,False,,,,,,
M.1287072653.A.35E__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1287072653.A.35E.html,[問題]  傅皓政-邏輯的作業,Fri Oct 15 00:10:50 2010,問題,,False,,,,,,
M.1284452287.A.448__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1284452287.A.448.html,[加簽] 傅皓政 邏輯,Tue Sep 14 16:18:02 2010,加簽,,False,,,,,,
M.1284370777.A.76A__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1284370777.A.76A.html,[加簽] 邏輯 傅皓政,Mon Sep 13 17:39:35 2010,加簽,,False,,,,,,
M.1284168002.A.CF6__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1284168002.A.CF6.html,[加簽]邏輯 傅皓政,Sat Sep 11 09:20:00 2010,加簽,,False,,,,,,
M.1281205900.A.EB2__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1281205900.A.EB2.html,Re: [問題] 邏輯 傅皓政,Sun Aug  8 02:31:37 2010,問題,,False,,,,,,
M.1281186310.A.831__LibEdu1021,LibEdu1021,邏輯,傅皓政,https://www.ptt.cc/bbs/NTUcourse/M.1281186310.A.831.html,[問題] 邏輯 傅皓政,Sat Aug  7 21:05:07 2010,問題,,False,,,,,,
M.1530719625.A.515__JpnL3048,JpnL3048,日文二下,劉伊涵,https://www.ptt.cc/bbs/NTUcourse/M.1530719625.A.515.html,[評價] 106-2 劉伊涵 日文二下,Wed Jul  4 23:53:43 2018,評價,106-2,True,5,4,2,基本上是就是使用課本教，搭配影印講義 每新的一課開始前會先寫文法&句型的板書 講解完課本文法和額外補充的相似句型後 會帶大家看課本的例句並加以補充和解釋 像是裡面出現的動詞慣用法、相似的名詞 以及衍生的俗諺、常用句型......等等 老師都會點人回答句子(按照名單順序) 也會讓大家倆倆練習對話或是課本句型 所以可以不用擔心沒機會練到日文口說 除了會上課本之外老師也會發補充講義 可能是句型的加強或是相似用法的比較 有些是當作業有些則直接上課練習講解 偶爾也會發些還蠻新奇有趣的東西!? (今年是發2001~2017的日本流行語XDD) 老師人很溫柔，在教學上也很有耐心 不用擔心因為學的比較慢而有壓…,20% 小考(5取4平均) 10% 出席情況 10% 口試成績 30% 期中考試 30% 期末考試 應該跟一般日文班一樣扎實偏甜吧 語言類課程投入時間會有回報的~~ 小的小考期中期末應該都9字頭，A+,"真的很推很推伊涵老師>_< 雖然第一學期來教但教學經驗不少 老師也對學生們非常體貼 上課的氣氛也還蠻融洽的 (口說有些組別的內容真的很搞笑www) 是節奏很舒服的一堂日文 (老師時不時會說""我們是同個年代的吧""超可愛XD) 老師能來臺大教真的是一大福音~~ 暑修沒上到老師日文一的下學期趕快選一波XDD"
